Player,Team,Nation,Position,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Playing Time_MP,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
Harvey Barnes,Newcastle United,eng ENG,"FW,MF",26.0,33.0,17,1755.0,19.5,9.0,4.0,13.0,9.0,0.0,0.0,0.0,0.0,0.46,0.21,0.67,0.46,0.67,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19.5,9.0,63.0,21.0,33.3,3.23,1.08,0.14,0.43,0.0,0.0,0.0,15.0,23.0,5.0,47.0,6.0,9.0,N/a,N/a,0.0
Harvey Davies,Liverpool,eng ENG,GK,20.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Harvey Elliott,Liverpool,eng ENG,MF,21.0,18.0,2,371.0,4.1,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.24,0.49,0.73,0.24,0.73,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,4.1,1.0,17.0,4.0,23.5,4.12,0.97,0.06,0.25,0.0,0.0,0.0,0.0,1.0,1.0,12.0,1.0,3.0,N/a,N/a,0.0
Henry Cartwright,Leicester City,eng ENG,MF,19.0,N/a,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Hubert Graczyk,Manchester United,pl POL,GK,21.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Hwang Hee-chan,Wolverhampton Wanderers,kr KOR,"MF,FW",28.0,21.0,5,661.0,7.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,7.3,2.0,5.0,3.0,60.0,0.68,0.41,0.4,0.67,0.0,0.0,0.0,6.0,9.0,0.0,7.0,3.0,4.0,N/a,N/a,0.0
Hákon Valdimarsson,Brentford,is ISL,GK,22.0,2.0,1,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.24,5.0,3.0,60.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,N/a,1.6,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,0.0
Ian Maatsen,Aston Villa,nl NED,DF,22.0,N/a,10,1139.0,12.7,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.08,0.16,0.24,0.08,0.24,29.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.7,1.0,19.0,5.0,26.3,1.5,0.4,0.05,0.2,0.0,0.0,0.0,11.0,9.0,3.0,51.0,18.0,18.0,N/a,N/a,0.0
Ibrahim Sangaré,Nottingham Forest,ci CIV,MF,26.0,13.0,7,590.0,6.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.15,0.15,0.0,0.15,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,6.6,0.0,1.0,1.0,100.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,2.0,7.0,13.0,N/a,N/a,0.0
Ibrahima Konaté,Liverpool,fr FRA,DF,25.0,31.0,30,2560.0,28.4,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.04,0.07,0.11,0.04,0.11,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,28.4,1.0,19.0,4.0,21.1,0.67,0.14,0.05,0.25,0.0,0.0,0.0,27.0,20.0,0.0,0.0,19.0,28.0,N/a,N/a,0.0
Idrissa Gana Gueye,Everton,sn SEN,MF,34.0,N/a,35,3063.0,34.0,0.0,3.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.09,0.09,0.0,0.09,37.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,34.0,0.0,27.0,5.0,18.5,0.79,0.15,0.0,0.0,0.0,0.0,0.0,55.0,46.0,0.0,7.0,46.0,76.0,N/a,N/a,0.0
Igor,Brighton & Hove Albion,br BRA,DF,26.0,13.0,10,961.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10.7,0.0,1.0,0.0,0.0,0.09,0.0,0.0,N/a,0.0,0.0,0.0,9.0,7.0,0.0,4.0,4.0,5.0,N/a,N/a,0.0
Iliman Ndiaye,Everton,sn SEN,"MF,FW",24.0,N/a,29,2430.0,27.0,9.0,0.0,9.0,7.0,2.0,2.0,3.0,0.0,0.33,0.0,0.33,0.26,0.26,33.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,27.0,9.0,37.0,17.0,45.9,1.37,0.63,0.19,0.41,2.0,2.0,0.0,24.0,52.0,5.0,37.0,19.0,27.0,N/a,N/a,0.0
Illia Zabarnyi,Bournemouth,ua UKR,DF,21.0,N/a,35,3109.0,34.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.03,0.03,0.0,0.03,36.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,34.5,0.0,12.0,1.0,8.3,0.35,0.03,0.0,0.0,0.0,0.0,0.0,20.0,7.0,0.0,6.0,39.0,35.0,N/a,N/a,0.0
Imari Samuels,Brighton & Hove Albion,eng ENG,DF,21.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Isaac Heath,Everton,eng ENG,MF,19.0,N/a,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Ishé Samuels-Smith,Chelsea,eng ENG,DF,18.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Ismaila Sarr,Crystal Palace,sn SEN,MF,26.0,38.0,30,2711.0,30.1,8.0,6.0,14.0,8.0,0.0,0.0,4.0,0.0,0.27,0.2,0.46,0.27,0.46,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,30.1,8.0,59.0,29.0,49.2,1.96,0.96,0.14,0.28,0.0,0.0,0.0,14.0,55.0,11.0,55.0,8.0,11.0,N/a,N/a,0.0
Ismeal Kabia,Arsenal,eng ENG,MF,18.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Issa Diop,Fulham,fr FRA,DF,27.0,N/a,15,1339.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,14.9,0.0,5.0,2.0,40.0,0.34,0.13,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,1.0,9.0,12.0,N/a,N/a,1.0
Issa Kaboré,Manchester City,bf BFA,"DF,MF",23.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Iwan Morgan,Brentford,wls WAL,FW,18.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Jack Clarke,Ipswich Town,eng ENG,MF,23.0,32.0,12,1181.0,13.1,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3,0.3,0.0,0.3,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,13.1,0.0,17.0,2.0,11.8,1.3,0.15,0.0,0.0,0.0,0.0,0.0,16.0,23.0,3.0,14.0,7.0,18.0,N/a,N/a,0.0
Jack Fletcher,Manchester United,eng ENG,MF,17.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Jack Grealish,Manchester City,eng ENG,"MF,FW",28.0,20.0,7,721.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.12,0.12,0.25,0.12,0.25,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,8.0,1.0,15.0,5.0,33.3,1.87,0.62,0.07,0.2,0.0,0.0,0.0,5.0,25.0,0.0,20.0,2.0,4.0,N/a,N/a,0.0
Jack Harrison,Everton,eng ENG,"MF,FW",27.0,N/a,24,2076.0,23.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,34.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,23.1,1.0,29.0,7.0,24.1,1.26,0.3,0.03,0.14,0.0,0.0,0.0,13.0,28.0,4.0,131.0,9.0,23.0,N/a,N/a,0.0
Jack Henry-Francis,Arsenal,ie IRL,MF,20.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Jack Hinshelwood,Brighton & Hove Albion,eng ENG,"MF,DF",19.0,26.0,22,1842.0,20.5,5.0,2.0,7.0,5.0,0.0,0.0,5.0,0.0,0.24,0.1,0.34,0.24,0.34,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,20.5,5.0,18.0,10.0,55.6,0.88,0.49,0.28,0.5,0.0,0.0,0.0,18.0,9.0,0.0,28.0,11.0,19.0,N/a,N/a,0.0
Jack Moorhouse,Manchester United,ie IRL,MF,18.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Jack Porter,Arsenal,eng ENG,GK,16.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Jack Stephens,Southampton,eng ENG,DF,30.0,N/a,17,1389.0,15.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.06,0.0,0.06,0.06,0.06,19.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15.4,1.0,4.0,2.0,50.0,0.26,0.13,0.25,0.5,0.0,0.0,0.0,13.0,4.0,1.0,1.0,12.0,20.0,N/a,N/a,0.0
Jack Taylor,Ipswich Town,ie IRL,MF,26.0,32.0,4,860.0,9.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.1,0.0,0.1,0.1,0.1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,9.6,1.0,19.0,4.0,21.1,1.99,0.42,0.05,0.25,0.0,0.0,0.0,16.0,5.0,0.0,7.0,9.0,11.0,N/a,N/a,0.0
Jacob Greaves,Ipswich Town,eng ENG,DF,23.0,25.0,25,2205.0,24.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.04,0.0,0.04,0.04,0.04,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,24.5,1.0,10.0,4.0,40.0,0.41,0.16,0.1,0.25,0.0,0.0,0.0,16.0,21.0,1.0,1.0,21.0,22.0,N/a,N/a,0.0
Jacob Murphy,Newcastle United,eng ENG,"FW,MF",29.0,35.0,31,2360.0,26.2,8.0,12.0,20.0,8.0,0.0,0.0,4.0,0.0,0.31,0.46,0.76,0.31,0.76,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,26.2,8.0,43.0,15.0,34.9,1.64,0.57,0.19,0.53,0.0,0.0,0.0,11.0,14.0,3.0,119.0,11.0,18.0,N/a,N/a,0.0
Jacob Ramsey,Aston Villa,eng ENG,MF,23.0,N/a,19,1623.0,18.0,1.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,0.06,0.17,0.22,0.06,0.22,29.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,18.0,1.0,19.0,4.0,21.1,1.05,0.22,0.05,0.25,0.0,0.0,1.0,13.0,28.0,5.0,11.0,8.0,15.0,N/a,N/a,0.0
Jacob Slater,Brighton & Hove Albion,ie IRL,DF,19.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Jacob Wright,Manchester City,eng ENG,MF,18.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Jaden Philogene Bidace,Aston Villa,eng ENG,MF,22.0,N/a,2,332.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3.7,0.0,7.0,0.0,0.0,1.9,0.0,0.0,N/a,0.0,0.0,1.0,13.0,8.0,1.0,4.0,3.0,5.0,N/a,N/a,0.0
Jaden Philogene Bidace,Ipswich Town,eng ENG,MF,22.0,10.0,5,474.0,5.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.38,0.0,0.38,0.38,0.38,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5.3,2.0,12.0,6.0,50.0,2.28,1.14,0.17,0.33,0.0,0.0,0.0,8.0,10.0,1.0,13.0,8.0,7.0,N/a,N/a,0.0
Jadon Sancho,Chelsea,eng ENG,MF,24.0,31.0,19,1764.0,19.6,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,0.15,0.2,0.36,0.15,0.36,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19.6,3.0,24.0,8.0,33.3,1.22,0.41,0.13,0.38,0.0,0.0,0.0,6.0,11.0,6.0,24.0,2.0,7.0,N/a,N/a,0.0
Jahmai Simpson-Pusey,Manchester City,eng ENG,DF,18.0,2.0,1,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1.1,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N/a,N/a,0.0
Jaidon Anthony,Bournemouth,eng ENG,"FW,MF",24.0,N/a,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Jake Evans,Leicester City,eng ENG,MF,15.0,N/a,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.3,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N/a,N/a,0.0
Jake O'Brien,Everton,ie IRL,DF,23.0,N/a,17,1571.0,17.5,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.11,0.0,0.11,0.11,0.11,20.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,17.5,2.0,6.0,3.0,50.0,0.34,0.17,0.33,0.67,0.0,0.0,0.0,13.0,4.0,3.0,18.0,4.0,17.0,N/a,N/a,0.0
Jakub Kiwior,Arsenal,pl POL,DF,24.0,17.0,10,1122.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.08,0.0,0.08,0.08,0.08,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.5,1.0,3.0,1.0,33.3,0.24,0.08,0.33,1.0,0.0,0.0,0.0,10.0,4.0,1.0,2.0,6.0,8.0,N/a,N/a,0.0
Jakub Moder,Brighton & Hove Albion,pl POL,MF,25.0,4.0,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.1,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,N/a,N/a,0.0
Jakub Stolarczyk,Leicester City,pl POL,GK,23.0,N/a,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,1.6,44.0,28.0,63.6,3.0,1.0,6.0,2.0,20.0,0.0,0.0,0.0,0.0,N/a,10.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N/a,N/a,0.0
Jamaal Lascelles,Newcastle United,eng ENG,DF,30.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Jamaldeen Jimoh,Aston Villa,eng ENG,MF,17.0,N/a,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
James Bree,Southampton,eng ENG,"DF,MF",26.0,N/a,13,1075.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,17.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,11.9,0.0,4.0,1.0,25.0,0.33,0.08,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,29.0,5.0,13.0,N/a,N/a,0.0
James Garner,Everton,eng ENG,"MF,DF",23.0,N/a,17,1594.0,17.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.06,0.06,0.0,0.06,21.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,17.7,0.0,12.0,4.0,33.3,0.68,0.23,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,55.0,20.0,32.0,N/a,N/a,0.0
James Hill,Bournemouth,eng ENG,DF,22.0,N/a,6,448.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.0,0.2,10.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5.0,0.0,6.0,0.0,0.0,1.21,0.0,0.0,N/a,0.0,0.0,0.0,7.0,5.0,0.0,10.0,7.0,8.0,N/a,N/a,0.0
James Justin,Leicester City,eng ENG,"DF,MF",26.0,N/a,34,2912.0,32.4,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.06,0.06,0.12,0.06,0.12,36.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,32.4,2.0,25.0,7.0,28.0,0.77,0.22,0.08,0.29,0.0,0.0,0.0,28.0,44.0,2.0,57.0,44.0,38.0,N/a,N/a,0.0
James McConnell,Liverpool,eng ENG,MF,19.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
James Mcatee,Manchester City,eng ENG,MF,21.0,15.0,3,349.0,3.9,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.77,0.0,0.77,0.77,0.77,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3.9,3.0,12.0,4.0,33.3,3.09,1.03,0.25,0.75,0.0,0.0,0.0,6.0,3.0,0.0,8.0,2.0,1.0,N/a,N/a,0.0
